Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему.,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему. Quantised,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи.,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи. Quantised,"values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни.","values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни. Quantised","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает.","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает. Quantised","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность.","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность. Quantised","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей.","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей. Quantised","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять.","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять. Quantised",values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания.,values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания. Quantised,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя.,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя. Quantised,"values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других.","values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других. Quantised",values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии.,values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии. Quantised,"values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения.","values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения. Quantised","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь.,values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь. Quantised,"values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным.","values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным. Quantised","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит.","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит. Quantised",values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям.,values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям. Quantised,"values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него.","values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него. Quantised","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей.","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей. Quantised","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие.","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие. Quantised"
1,1746960260378,11/05/2025 10:44,1746971060378,3,11/05/2025 16:44,226252,1,questionnaire-rdmv,,46060440,BLINDED,13394169,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5
1,1747679939015,19/05/2025 18:38,1747690739015,3,20/05/2025 00:38,226252,1,questionnaire-rdmv,,46315743,BLINDED,13458160,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1522x704,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2
1,1747724051098,20/05/2025 06:54,1747734851098,3,20/05/2025 12:54,226252,1,questionnaire-rdmv,,46325534,BLINDED,13460426,,complete,,,mobile,undefined undefined,Android 15,Firefox 138.0,360x780,360x681,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2
1,1747727746763,20/05/2025 07:55,1747738546763,3,20/05/2025 13:55,226252,1,questionnaire-rdmv,,46326682,BLINDED,13460711,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,430x932,430x729,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6
1,1747759042713,20/05/2025 16:37,1747769842713,3,20/05/2025 22:37,226252,1,questionnaire-rdmv,,46340886,BLINDED,13465270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 136.0.0.0,1311x874,1311x747,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3
1,1747858086462,21/05/2025 20:08,1747868886462,3,22/05/2025 02:08,226252,1,questionnaire-rdmv,,46381101,BLINDED,13474737,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,428x926,428x730,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4
1,1747862351516,21/05/2025 21:19,1747873151516,3,22/05/2025 03:19,226252,1,questionnaire-rdmv,,46382165,BLINDED,13474789,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4
1,1747867280997,21/05/2025 22:41,1747878080997,3,22/05/2025 04:41,226252,1,questionnaire-rdmv,,46383507,BLINDED,13475377,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3.1,1470x956,1027x777,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1
1,1747875175320,22/05/2025 00:52,1747885975320,3,22/05/2025 06:52,226252,1,questionnaire-rdmv,,46384388,BLINDED,13475661,,complete,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5,430x932,430x739,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1747901395954,22/05/2025 08:09,1747912195954,3,22/05/2025 14:09,226252,1,questionnaire-rdmv,,46387725,BLINDED,13476294,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x664,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5
1,1747901339106,22/05/2025 08:08,1747912139106,3,22/05/2025 14:08,226252,1,questionnaire-rdmv,,46387708,BLINDED,13476363,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,2560x1440,1278x943,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Очень похоже на меня (6),6
1,1747916959838,22/05/2025 12:29,1747927759838,3,22/05/2025 18:29,226252,1,questionnaire-rdmv,,46394433,BLINDED,13478631,,complete,,,tablet,undefined K,Android 14,Chrome 136.0.7103.60,1318x825,1317x696,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Не похоже на меня (2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3
1,1748255683236,26/05/2025 10:34,1748266483236,3,26/05/2025 16:34,226252,1,questionnaire-rdmv,,46505566,BLINDED,13503046,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,430x932,430x739,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня (2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3
