Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему.,values_f object-54 Для неё важно придумывать новые идеи и быть креативной. Ей нравится делать всё по-своему. Quantised,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи.,values_f object-54 Для неё важно быть богатой. Она хочет иметь много денег и дорогие вещи. Quantised,"values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни.","values_f object-54 Она считает важным, чтобы к каждому человеку в мире относились одинаково. Она считает, что у всех должны быть равные возможности в жизни. Quantised","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает.","values_f object-54 Для неё важно демонстрировать свои способности. Она хочет, чтобы люди восхищались тем, что она делает. Quantised","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность.","values_f object-54 Для неё важно жить в безопасной обстановке. Она избегает всего, что может поставить под угрозу её безопасность. Quantised","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей.","values_f object-54 Ей нравятся сюрпризы, и она всегда ищет новые занятия. Она считает, что в жизни важно делать много разных вещей. Quantised","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_f object-54 Она считает, что люди должны делать то, что им говорят. Она считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять.","values_f object-54 Ей важно слушать людей, которые отличаются от неё. Даже когда она с ними не согласна, она всё равно хочет их понять. Quantised",values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания.,values_f object-54 Ей важно быть скромной и сдержанной. Она старается не привлекать к себе внимания. Quantised,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя.,values_f object-54 Для неё важно хорошо проводить время. Она любит «баловать» себя. Quantised,"values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других.","values_f object-54 Для неё важно принимать собственные решения о том, что она делает. Ей нравится быть свободной и не зависеть от других. Quantised",values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии.,values_f object-54 Для неё очень важно помогать окружающим её людям. Она хочет заботиться об их благополучии. Quantised,"values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения.","values_f object-54 Для неё важно быть очень успешной. Она надеется, что люди признают её достижения. Quantised","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_f object-54 Для неё важно, чтобы правительство обеспечивало её безопасность от всех угроз. Она хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь.,values_f object-54 Она ищет приключений и любит рисковать. Она хочет вести захватывающую жизнь. Quantised,"values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным.","values_f object-54 Для неё важно всегда вести себя правильно. Она хочет избегать того, что люди могут назвать неправильным. Quantised","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит.","values_f object-54 Для неё важно получать уважение от других. Она хочет, чтобы люди делали то, что она говорит. Quantised",values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям.,values_f object-54 Для неё важно быть верной своим друзьям. Она хочет посвятить себя близким ей людям. Quantised,"values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё.","values_f object-54 Она твёрдо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для неё. Quantised","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй.","values_f object-54 Для неё важны традиции. Она старается следовать обычаям, переданным её религией или её семьёй. Quantised","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие.","values_f object-54 Она ищет любую возможность повеселиться. Для неё важно делать то, что доставляет ей удовольствие. Quantised"
1,1746710535752,08/05/2025 13:22,1746721335752,3,08/05/2025 19:22,226252,1,questionnaire-x8dj,,45988269,BLINDED,13378131,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,393x852,393x659,,,0,PVQ F,3,consent,F,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4
1,1746735987933,08/05/2025 20:26,1746746787933,3,09/05/2025 02:26,226252,1,questionnaire-x8dj,,46002440,BLINDED,13381336,,complete,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,428x926,428x745,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6
1,1746804471742,09/05/2025 15:27,1746815271742,3,09/05/2025 21:27,226252,1,questionnaire-x8dj,,46025003,BLINDED,13387690,,complete,,,mobile,Apple iPhone,iOS 18.2.1,Mobile Safari 18.2,402x874,402x678,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1746967454221,11/05/2025 12:44,1746978254221,3,11/05/2025 18:44,226252,1,questionnaire-x8dj,,46062996,BLINDED,13394713,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,393x852,393x659,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Очень похоже на меня (6),6,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3
1,1746973026441,11/05/2025 14:17,1746987426441,4,11/05/2025 22:17,226252,1,questionnaire-x8dj,,46064456,BLINDED,13394965,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,402x874,402x671,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4
1,1746975665757,11/05/2025 15:01,1746990065757,4,11/05/2025 23:01,226252,1,questionnaire-x8dj,,46065172,BLINDED,13395769,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,402x874,402x671,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на ме��я (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня(2),2,Не похоже на меня(2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5
1,1747499951292,17/05/2025 16:39,1747517951292,5,18/05/2025 02:39,226252,1,questionnaire-x8dj,,46277793,BLINDED,13448123,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,390x844,390x648,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1747606817850,18/05/2025 22:20,1747617617850,3,19/05/2025 04:20,226252,1,questionnaire-x8dj,,46292174,BLINDED,13451553,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1280x720,1280x580,,,0,PVQ F,3,consent,F,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6
1,1747678997512,19/05/2025 18:23,1747689797512,3,20/05/2025 00:23,226252,1,questionnaire-x8dj,,46315243,BLINDED,13458005,,complete,,,mobile,Apple iPhone,iOS 16.4.1,Mobile Safari 16.4.1,390x844,390x648,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня(2),2,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня(2),2,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5
1,1747730747703,20/05/2025 08:45,1747741547703,3,20/05/2025 14:45,226252,1,questionnaire-x8dj,,46327547,BLINDED,13460877,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,428x926,428x730,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Не похоже на меня(2),2,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня(2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5
1,1747741492518,20/05/2025 11:44,1747752292518,3,20/05/2025 17:44,226252,1,questionnaire-x8dj,,46332576,BLINDED,13462235,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,2048x1152,2000x1036,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Немного похоже на меня (3),3,Не похоже на меня(2),2,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Совсем не похоже на меня (1),1,Не похоже на меня(2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Не похоже на меня(2),2,Отчасти про меня (4),4
1,1747744586748,20/05/2025 12:36,1747755386748,3,20/05/2025 18:36,226252,1,questionnaire-x8dj,,46333906,BLINDED,13462688,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.3,1440x900,1440x732,,,0,PVQ F,3,consent,F,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Не похоже на меня(2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5
