Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему.,values_m object-53 Для него  важно придумывать новые идеи и быть креативным. Ему  нравится делать все по-своему. Quantised,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи.,values_m object-53 Для него важно быть богатым. Он хочет иметь много денег и дорогие вещи. Quantised,"values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни.","values_m object-53 Он считает важным, чтобы к каждому человеку в мире относились одинаково. Он считает, что у всех должны быть равные возможности в жизни. Quantised","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает.","values_m object-53 Для него важно демонстрировать свои способности. Он хочет, чтобы люди восхищались тем, что он делает. Quantised","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность.","values_m object-53 Для него важно жить в безопасной обстановке. Он избегает всего, что может поставить под угрозу его безопасность. Quantised","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей.","values_m object-53 Ему нравятся сюрпризы, и он всегда ищет новые занятия. Он считает, что в жизни важно делать много разных вещей. Quantised","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит.","values_m object-53 Он считает, что люди должны делать то, что им говорят. Он считает, что люди должны всегда следовать правилам, даже когда никто не смотрит. Quantised","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять.","values_m object-53 Ему важно слушать людей, которые отличаются от него. Даже когда он с ними не согласен, он все равно хочет их понять. Quantised",values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания.,values_m object-53 Ему важно быть скромным и сдержанным. Он старается не привлекать к себе внимания. Quantised,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя.,values_m object-53 Для него важно хорошо проводить время. Он любит «баловать» себя. Quantised,"values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других.","values_m object-53 Для него важно принимать собственные решения о том, что он делает. Ему нравится быть свободным и не зависеть от других. Quantised",values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии.,values_m object-53 Для него очень важно помогать окружающим его людям. Он хочет заботиться об их благополучии. Quantised,"values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения.","values_m object-53 Для него важно быть очень успешным. Он надеется, что люди признают его достижения. Quantised","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан.","values_m object-53 Для него важно, чтобы правительство обеспечивало его безопасность от всех угроз. Он хочет, чтобы государство было сильным, чтобы оно могло защищать своих граждан. Quantised",values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь.,values_m object-53 Он ищет приключений и любит рисковать. Он хочет иметь захватывающую жизнь. Quantised,"values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным.","values_m object-53 Для него важно всегда вести себя правильно. Он хочет избегать того, что люди могут назвать неправильным. Quantised","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит.","values_m object-53 Для него важно получать уважение от других. Он хочет, чтобы люди делали то, что он говорит. Quantised",values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям.,values_m object-53 Для него важно быть верным своим друзьям. Он хочет посвятить себя близким ему людям. Quantised,"values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него.","values_m object-53 Он твердо верит, что люди должны заботиться о природе. Забота об окружающей среде важна для него. Quantised","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей.","values_m object-53 Для него важны традиции. Он старается следовать обычаям, переданным его религией или его семьей. Quantised","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие.","values_m object-53 Он ищет любую возможность повеселиться. Для него важно делать то, что доставляет ему удовольствие. Quantised"
1,1745737998725,27/04/2025 07:13,1745748798725,3,27/04/2025 13:13,209889,4,questionnaire-rdmv,,45675935,BLINDED,13287356,,complete,,,mobile,undefined K,Android 12,Chrome 114.0.5735.196,376x831,376x698,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Не похоже на меня (2),2,Не похоже на меня (2),2,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Совсем не похоже на меня (1),1,Не похоже на меня (2),2
1,1745752329806,27/04/2025 11:12,1745763129806,3,27/04/2025 17:12,209889,4,questionnaire-rdmv,,45678796,BLINDED,13288504,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x919,,,0,PVQ M,3,consent,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1745753035869,27/04/2025 11:23,1745763835869,3,27/04/2025 17:23,209889,4,questionnaire-rdmv,,45679456,BLINDED,13288506,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1366x768,1366x607,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Совсем не похоже на меня (1),1,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,,,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745753139587,27/04/2025 11:25,1745763939587,3,27/04/2025 17:25,209889,4,questionnaire-rdmv,,45679540,BLINDED,13288513,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x864,1488x748,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,,,Похоже на меня (5),5,Очень похоже на меня (6),6
1,1745753083702,27/04/2025 11:24,1745771083702,5,27/04/2025 21:24,209889,4,questionnaire-rdmv,,45679494,BLINDED,13288515,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,428x926,428x745,,,0,PVQ M,3,consent,M,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Немного похоже на меня (3),3,Отчасти про меня (4),4
1,1745752633732,27/04/2025 11:17,1745763433732,3,27/04/2025 17:17,209889,4,questionnaire-rdmv,,45678963,BLINDED,13288518,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1536x864,1536x738,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3
1,1745753687867,27/04/2025 11:34,1745764487867,3,27/04/2025 17:34,209889,4,questionnaire-rdmv,,45679879,BLINDED,13288521,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 134.0.0.0,1920x1080,1920x922,,,0,PVQ M,3,consent,M,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Не похоже на меня (2),2,Похоже на меня (5),5,Очень похоже на меня (6),6,Отчасти про меня (4),4,Отчасти про меня (4),4,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Не похоже на меня (2),2,Не похоже на меня (2),2,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745753691909,27/04/2025 11:34,1745764491909,3,27/04/2025 17:34,209889,4,questionnaire-rdmv,,45679880,BLINDED,13288522,,live,,,computer,Desktop or Laptop,Windows 10,Firefox 135.0,1440x810,1440x695,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2,Отчасти про меня (4),4,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Не похоже на меня (2),2
1,1745753330438,27/04/2025 11:28,1745764130438,3,27/04/2025 17:28,209889,4,questionnaire-rdmv,,45679673,BLINDED,13288524,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 24.10.0.0,1366x768,1318x628,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4
1,1745753377556,27/04/2025 11:29,1745778577556,7,28/04/2025 01:29,209889,4,questionnaire-rdmv,,45679710,BLINDED,13288526,,live,,,mobile,undefined K,Android 10,Chrome 133.0.0.0,384x854,384x751,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Совсем не похоже на меня (1),1,Очень похоже на меня (6),6,Не похоже на меня (2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Очень похоже на меня (6),6
1,1745753178672,27/04/2025 11:26,1745763978672,3,27/04/2025 17:26,209889,4,questionnaire-rdmv,,45679573,BLINDED,13288530,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 24.10.0.0,1366x768,1366x662,,,0,PVQ M,3,consent,M,Не похоже на меня (2),2,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Похоже на меня (5),5,Похоже на меня (5),5,Очень похоже на меня (6),6,Не похоже на меня (2),2,Немного похоже на меня (3),3,Отчасти про меня (4),4,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Немного похоже на меня (3),3,Очень похоже на меня (6),6,Очень похоже на меня (6),6,Не похоже на меня (2),2,Немного похоже на меня (3),3,Похоже на меня (5),5,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5
1,1745753710581,27/04/2025 11:35,1745768110581,4,27/04/2025 19:35,209889,4,questionnaire-rdmv,,45679895,BLINDED,13288531,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1746x982,1746x859,,,0,PVQ M,3,consent,M,Немного похоже на меня (3),3,Немного похоже на меня (3),3,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2,Отчасти про меня (4),4,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Не похоже на меня (2),2,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Не похоже на меня (2),2
1,1745752787780,27/04/2025 11:19,1745763587780,3,27/04/2025 17:19,209889,4,questionnaire-rdmv,,45679163,BLINDED,13288533,,complete,,,mobile,TECNO LG7n,Android 12,Yandex 25.3.0.33.00,360x820,360x636,,,0,PVQ M,3,consent,M,Похоже на меня (5),5,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,Похоже на меня (5),5,Отчасти про меня (4),4,Похоже на меня (5),5,,,Очень похоже на меня (6),6,,,Немного похоже на меня (3),3,Отчасти про меня (4),4,Похоже на меня (5),5,Отчасти про меня (4),4
