"StartDate","EndDate","Status","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q1.2","country","Q2.1","Q2.2","Q2.2_2_TEXT","Q2.3_1","Q2.3_2","Q2.3_3","Q3.2","Q5.2","Q5.3","Q5.4","Q6.2","Q6.3","Q6.4","Q7.2","Q7.3","Q7.4","Q8.2","Q8.3","Q8.4","Q9.2","Q9.3","Q9.4","Q10.2","Q10.3","Q10.4","Q11.2","Q11.3","Q11.4","Q12.2","Q12.3","Q12.4","Q13.2","Q13.3","Q13.4","Q14.2","Q14.3","Q14.4","Q15.2","Q15.3","Q15.4","Q16.2","Q16.3","Q16.4","Q17.2","Q17.3","Q17.4","Q18.2","Q18.3","Q18.4","Q19.2","Q19.3","Q19.4","Q20.2","Q20.3","Q20.4","Q21.2","Q21.3","Q21.4","Q22.2","Q22.3","Q22.4","Q23.2","Q23.3","Q23.4","Q24.2","Q24.3","Q24.4","Q25.2","Q25.3","Q25.4","Q26.2","Q26.3","Q26.4","Q27.2","Q27.3","Q27.4","Q28.2","Q28.3","Q28.4","Q29.2","Q29.3","Q29.4","Q30.2","Q30.3","Q30.4","Q31.2","Q31.3","Q31.4","Q32.2","Q32.3","Q32.4","Q33.2","Q33.3","Q33.4","Q34.2","Q34.3","Q34.4","Q35.2","Q35.3","Q35.4","Q36.2","Q36.3","Q36.4","Q37.2","Q37.3","Q37.4","Q38.2","Q38.3","Q38.4","Q39.2","Q39.3","Q39.4","Q40.2","Q40.3","Q40.4","Q41.3","Q41.4","Q42.2","Q42.3","Q43.2","Q43.3","Q44.2","Q44.3","Q45.2","Q45.3","Q46.2","Q46.3","FL_48_DO_Itemevaluation1","FL_48_DO_Itemevaluation2","FL_48_DO_Itemevaluation3","FL_48_DO_Itemevaluation4","FL_48_DO_Itemevaluation5","FL_48_DO_Itemevaluation6","FL_48_DO_Itemevaluation7","FL_48_DO_Itemevaluation8","FL_48_DO_Itemevaluation9","FL_48_DO_Itemevaluation10","FL_48_DO_Itemevaluation11","FL_48_DO_Itemevaluation12","FL_48_DO_Itemevaluation13","FL_48_DO_Itemevaluation14","FL_48_DO_Itemevaluation15","FL_48_DO_Itemevaluation16","FL_48_DO_Itemevaluation17","FL_48_DO_Itemevaluation18","FL_48_DO_Itemevaluation19","FL_48_DO_Itemevaluation20","FL_48_DO_Itemevaluation21","FL_48_DO_Itemevaluation22","FL_48_DO_Itemevaluation23","FL_48_DO_Itemevaluation24","FL_48_DO_Itemevaluation25","FL_48_DO_Itemevaluation26","FL_48_DO_Itemevaluation27","FL_48_DO_Itemevaluation28","FL_48_DO_Itemevaluation29","FL_48_DO_Itemevaluation30","FL_48_DO_Itemevaluation31","FL_48_DO_Itemevaluation32","FL_48_DO_Itemevaluation33","FL_48_DO_Itemevaluation34","FL_48_DO_Itemevaluation35","FL_48_DO_Itemevaluation36"
2024-02-12 20:21:50,2024-02-12 21:06:53,0,100,2703,1,2024-02-12 21:06:54,"R_3pLiQx7D6nV4C13","anonymous","EN",1,NA,"Germany",2,"German",1,1,1,"",1,5,1,1,3,3,1,4,1,NA,NA,NA,1,4,1,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,5,2,4,3,4,1,NA,NA,NA,NA,NA,NA,4,5,3,4,5,1,2,2,1,4,4,2,NA,NA,NA,5,3,2,NA,NA,NA,NA,NA,NA,5,2,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,2,2,NA,NA,NA,"People should be true to themselves regardless of what others think

","","People should be treated with respect, no matter who they are

This is too similar to the self-concern and might be mixed up","","People should punish those who insult them

punishing is too strong and probably measures something else than honor","","Men should protect the reputation of women they are related to

rather measures gender norms/ cultural norms regarding gender and relationships","","","","","People should never criticize others in public, especially if it is someone older or more experienced

People should be extremely careful not to embarrass other people, especially if it is someone of a higher rank

both items measure two things at the same time, I would delete everything after (including) ""especially""",6,10,16,NA,8,7,NA,NA,NA,9,NA,NA,NA,NA,5,13,12,NA,NA,2,11,4,14,NA,15,NA,NA,17,18,NA,NA,NA,NA,1,3,NA
2024-02-12 20:55:26,2024-02-12 21:08:57,0,100,810,1,2024-02-12 21:08:58,"R_1btt6aD1UlldJx7","anonymous","EN",1,1,"United States",1,"",4,3,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2,4,NA,2,5,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,3,5,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,4,5,NA,1,3,NA,NA,NA,NA,5,4,NA,5,5,NA,6,5,NA,NA,NA,NA,6,5,NA,NA,NA,NA,5,3,NA,6,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,"","","2 because the emphasis on lying behind someone else's back seems to overlap a bit with honor-other.","","","","6 because it seems to be closer to honor-self","","","","","",NA,NA,NA,NA,1,14,NA,NA,12,17,6,NA,NA,NA,4,10,11,NA,NA,NA,NA,15,3,5,NA,13,18,16,NA,2,NA,9,8,7,NA,NA
2024-02-12 21:26:55,2024-02-12 21:40:37,0,100,821,1,2024-02-12 21:40:37,"R_2M4BIDgz3p0bnar","anonymous","EN",1,2,"UK",1,"",3,3,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,3,NA,3,4,NA,NA,NA,NA,5,3,NA,3,NA,NA,4,3,NA,2,3,NA,6,3,NA,NA,NA,NA,6,3,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,2,3,NA,6,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,"","","","","","","","","","","","",NA,NA,NA,NA,14,NA,NA,6,8,NA,NA,10,NA,11,4,NA,3,16,1,7,9,NA,13,NA,15,NA,18,NA,NA,NA,5,2,17,NA,12,NA
2024-02-12 20:17:21,2024-02-12 21:54:22,0,100,5820,1,2024-02-12 21:54:23,"R_510wrXj5rNl889J","anonymous","EN",1,NA,"Chile",2,"Spanish",4,4,4,"",NA,NA,NA,1,5,1,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,NA,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,3,5,1,NA,NA,NA,3,4,1,3,3,3,3,4,2,4,5,1,4,4,3,NA,NA,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,2,1,NA,NA,NA,5,3,3,5,5,1,5,5,1,6,5,1,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","""People should respect others? right to have a different opinion or a different lifestyle"" is double barreled.","In ""People should respect others? right to have a different opinion or a different lifestyle"" I would delete ""or a different lifestyle"".","","","","","","","","",NA,9,12,NA,NA,NA,NA,NA,14,NA,3,NA,NA,1,NA,16,10,2,13,5,NA,15,NA,NA,NA,11,17,NA,8,4,7,18,6,NA,NA,NA
2024-02-12 19:46:04,2024-02-12 23:49:40,0,100,14615,1,2024-02-12 23:49:41,"R_1TF99VcMORScyEn","anonymous","EN",1,3,"Turkey",2,"",3,3,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,NA,NA,NA,NA,NA,1,4,1,2,4,1,1,4,1,NA,NA,NA,2,2,2,2,2,1,3,4,1,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,NA,NA,NA,5,3,1,5,4,2,NA,NA,NA,NA,NA,NA,5,4,1,5,4,1,1,2,1,6,4,1,NA,NA,NA,NA,NA,NA,6,4,1,"","","","","In the first part of the survey, I thought the item 6 was about face because earning respect sounds like fulfilling the requirements of one's social role.","","I am not sure if items 6 and 7, especially 6, exclusively reflect honor. I think they are slightly tangential to DHF. The first five items differ from the last to in their explicit reference to reputation, making them more appropriate in my opinion.","","","","","",NA,NA,NA,8,NA,NA,3,1,13,NA,6,2,7,5,NA,NA,NA,17,16,NA,NA,NA,NA,18,NA,4,11,NA,NA,10,9,15,14,NA,NA,12
2024-02-12 23:50:50,2024-02-13 00:06:50,0,100,960,1,2024-02-13 00:06:51,"R_5aeKcPYiUVyfOt2","anonymous","EN",1,NA,"Bosnia and Herzegovina",2,"Bosnian, Serbian, Croatian",4,3,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,1,2,2,6,3,2,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,2,NA,NA,NA,2,2,2,2,3,2,3,2,2,3,2,2,3,2,2,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,NA,NA,NA,5,2,2,NA,NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,6,2,2,6,2,2,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","",NA,NA,NA,15,6,1,9,NA,12,NA,NA,NA,13,8,NA,16,7,2,5,17,NA,14,NA,NA,NA,10,NA,18,NA,3,NA,NA,11,4,NA,NA
2024-02-13 00:18:54,2024-02-13 00:25:06,0,100,371,1,2024-02-13 00:25:06,"R_52cyUImtpCLsywF","anonymous","EN",1,4,"Australia",1,"",4,4,4,"",3,2,NA,1,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,2,5,NA,4,4,NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,4,5,NA,5,4,NA,3,5,NA,NA,NA,NA,5,4,NA,NA,NA,NA,6,4,NA,NA,NA,NA,6,3,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2,3,NA,3,4,NA,"","","","","","","","","","","","",10,13,18,NA,NA,NA,NA,2,NA,1,17,16,NA,NA,14,NA,NA,NA,NA,NA,12,NA,4,3,5,NA,7,NA,15,NA,11,9,NA,NA,6,8
2024-02-13 00:18:44,2024-02-13 00:47:42,0,100,1737,1,2024-02-13 00:47:42,"R_4azb3qOlWCipvuF","anonymous","EN",1,4,"Australia",1,"",1,1,1,"",1,3,NA,1,3,NA,1,2,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,2,4,NA,3,4,NA,3,4,NA,NA,NA,NA,3,4,NA,3,3,NA,3,3,NA,4,4,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,5,3,NA,5,4,NA,3,2,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"To be honest, I'm not sure that any of these items are a particularly good fit with the definition that has been provided that focuses on the claim that ""everyone deserves respect"". Consider item 2. It isn't clear to me that the concept of dignity is closely related to being ""true to yourself"". If someone does what their culture prescribes instead of being ""truth to themselves"" (whatever that means!) then, according to theories of dignity, they are equally deserving of respect.


","With a small modification I think item 6 works: ""A person?s worth should not depend on what others think of them"". This (in my opinion) is much closer to what ethicists mean by human dignity. Perhaps, I'm misunderstanding the definition that you're aiming for?","","","Items 5 is a bit ambiguous because ""strength"" could mean physical strength (which I guess is not what you had in mind because it would be kinda weird to claim that honor is about having big muscles). Perhaps reword to clarify?","","Question 4 assumes that honor culture is gendered. Of course it often is, but this isn't necessary true so this might not be a good item because it doesn't measure honor culture in general but, rather, ""gendered honor culture""

Several of the questions are about ""family"" and it isn't clear to me that this is ""other concern"" because when people defend the honor of their family they are, often, actually defending their own honor.","","2 and 4 seem like they overlap so much that they are essentially the same question.

5 The language of ""self respect"" sounds dangerously close to ""dignity"" to me, so might tap into the other construct rather than face (after all, self respect is hidden characteristic).","","1 Seems weird to me. If your social role is a leadership role then, presumably, being humble isn't appropriate?","",17,15,12,NA,5,NA,NA,NA,3,NA,NA,6,10,13,NA,1,16,7,2,NA,NA,8,NA,NA,NA,NA,NA,NA,14,9,11,4,18,NA,NA,NA
2024-02-13 01:30:00,2024-02-13 02:00:07,0,100,1806,1,2024-02-13 02:00:08,"R_4gObGRhVk1qwr1q","anonymous","EN",1,4,"Australia",1,"",2,2,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,3,NA,3,3,NA,6,3,NA,NA,NA,NA,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,4,3,NA,3,4,NA,3,4,NA,5,4,NA,6,4,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,NA,4,3,NA,6,4,NA,"How much a person respects themselves is far more important than how much others respect them.

This is the only item that is descriptive rather than prescriptive. All others are 'should' items.","The items seem to be about individuality rather than dignity per se. The items dont seem to capture the idea of inherent worth.","1, 3, and 5 seem to be more about self-concern, and more related to honour. 

4 seems to be the only clear one for this concept. 6 also ok to some extent.","More items like 4, referring to the inherent value or worth of others.","5 perhaps? Honor may not imply strength. Is strength narrowing the concept of honor?","","4 - confounded with gender role beliefs
6 - seems self-focused, or at least individual rather than group","","Most of these seem appropriate. 5 and 6 might be quite similar to Honor.","","2 and 5 are very good. With 3 and 4, there could be other reasons to want to maintain harmony or minimise conflict besides face.","",NA,NA,NA,6,NA,3,7,8,NA,16,14,NA,NA,NA,13,NA,NA,NA,NA,15,2,NA,1,11,10,17,5,4,NA,NA,NA,NA,NA,12,9,18
2024-02-13 07:14:38,2024-02-13 07:28:02,0,100,803,1,2024-02-13 07:28:03,"R_4ocd0VaALSz8hKp","anonymous","EN",1,NA,"India",1,"",1,1,1,"",1,5,NA,1,5,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,4,NA,3,3,NA,6,5,NA,3,3,NA,NA,NA,NA,NA,NA,NA,2,3,NA,4,4,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,4,5,NA,NA,NA,NA,NA,NA,NA,4,5,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"","","","","-","-","","","","","","",4,15,NA,6,NA,13,9,16,1,NA,NA,7,18,8,NA,NA,NA,12,14,NA,NA,17,NA,3,NA,5,NA,10,NA,2,NA,NA,NA,NA,11,NA
2024-02-13 07:35:08,2024-02-13 07:58:35,0,100,1407,1,2024-02-13 07:58:36,"R_2OerosstQvbKRja","anonymous","EN",1,NA,"Slovakia",1,"",1,1,1,"",NA,NA,NA,NA,NA,NA,3,2,NA,3,5,NA,5,2,NA,1,5,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,4,3,NA,NA,NA,NA,6,4,NA,NA,NA,NA,4,3,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,6,4,NA,NA,NA,NA,5,4,NA,NA,NA,NA,3,4,NA,5,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,2,3,NA,5,2,NA,NA,NA,NA,"n. 5 I dont understand why/how ""opinions should be independent of what others think"" relates to dignity","","If I should pick one that is measuring the construct at least, I would pick n.1 or n.2","","n. 2 seems to me to have the least content validity here","","","","","","n.2 or n.5 seems to me to measure a different construct than face: fear of retaliation or something similar.","",NA,NA,18,10,1,15,NA,NA,2,NA,NA,NA,11,7,NA,8,NA,17,13,NA,NA,NA,NA,6,9,NA,12,NA,4,16,14,NA,NA,3,5,NA
2024-02-13 07:00:22,2024-02-13 08:09:13,0,100,4130,1,2024-02-13 08:09:14,"R_4GvKq1q3j0U4qA4","anonymous","EN",1,NA,"Singapore",1,"",2,2,2,"",1,4,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,6,2,NA,NA,NA,NA,2,3,NA,4,3,NA,2,4,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,6,2,NA,4,4,NA,4,3,NA,6,4,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,6,3,NA,"My understanding of ""dignity"" is that it's about inner worth and value. Item ""1"" and ""5"" seem slightly further away from this definition as they're about whether we should consider others' opinions. We could see ourselves as having innate and independent worth while still considering others' opinions in our decisions, so these items may not measure the construct as well (item 1 in particular).","","In general, I find it a little hard to differentiate some of these items from the 'honor' and 'face' dimensions. Perhaps I may have misunderstood the constructs a little, but for example:

Item 1 feels like it could fall under 'honor' (protecting reputation by keeping promises made to others) or 'face' (fulfilling expectations by keeping the promises you made. 

Items 4 and 6 are the only items I feel unambiguously fall under 'dignity other-concern'.","People are equally valuable no matter who they are, or where they are from.
People are equally worthy of respect regardless of their beliefs or lifestyle.","I am not too sure, but some of the items have an 'aggressive' aspect to it (e.g., items 1, 2 and 4). I wonder if these could cluster into a separate construct.","","Items 6 and 7 can be dropped in my view as the remaining 5 items seem to capture the construct more clearly.","","Item 5 - isn't 'face' inherently about respect from others rather than self-respect?","","Item 1 - hard to differentiate between 'self-concern' or 'other-concern' here. I could argue that this item also taps on 'face - self-concern' as it's about being humble to protect one's own face/status in the view of others.","",3,12,NA,NA,NA,NA,18,16,NA,10,5,4,NA,NA,11,NA,13,NA,NA,14,8,17,2,NA,NA,7,NA,1,NA,NA,NA,15,6,NA,NA,9
2024-02-13 08:04:17,2024-02-13 08:49:34,0,100,2717,1,2024-02-13 08:49:34,"R_2tfhlNi9whdk8Gp","anonymous","EN",1,NA,"Austria",2,"German",2,2,2,"I was first confused about the word ""FACE"". I thought it is more about beauty and not about preserving one's own face and status. Maybe rename the short abbreviation of the facet to ""STATUS"" (instead of FACE)?",4,4,1,1,4,1,4,4,1,1,4,1,NA,NA,NA,NA,NA,NA,2,4,1,2,3,1,2,4,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,4,4,1,NA,NA,NA,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,6,4,1,1,2,1,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,NA,NA,NA,2,4,3,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"People should make decisions based on their own opinions and not based on what others think
It is more about decision-making. We, as people, cannot do what we want. We are very much constrained by the law or some other rules, regardless of whether it aligns with our values.","I think the items should have the same structure. 4/6 items start with ""people"". So maybe better to have this structure for the rest of the items as well. 
How about measuring 'self-concerns' from the first-person perspective? For example, ""my sense of worth should not depend on what others think of me"".","","","","Some of the items I would categorize as ""other concern"". Again, I am suggesting measuring 'self-concerns' from the first-person perspective","""Men should protect the reputation of women they are related to"" - is a very much a cultural thing (in muslim cultures). So better to take it out. 
A person cannot be respected if they are not true to their word - more about self-concern
A person cannot be respected if they are not loyal to their family- more about self-concern","","""People should know what is expected of them and act accordingly""
and ""People worthy of respect are those who do what is expected of them and do it well""
Are almost identical. Consider removing one of the items","","","Maybe change ""people"" to ""a group of people belonging together""",11,18,5,8,NA,NA,17,14,16,10,NA,NA,NA,13,2,NA,1,NA,NA,NA,NA,NA,12,7,9,6,NA,NA,NA,3,NA,4,15,NA,NA,NA
2024-02-13 08:32:19,2024-02-13 09:02:27,0,100,1808,1,2024-02-13 09:02:29,"R_47NyWLCGAOhyOSn","anonymous","EN",1,NA,"Serbia",2,"Serbian",2,2,2,"",1,4,1,1,4,2,NA,NA,NA,1,4,1,NA,NA,NA,1,4,1,2,3,1,6,4,1,2,3,1,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,4,1,5,4,1,6,4,1,NA,NA,NA,NA,NA,NA,4,3,1,4,4,1,6,3,1,"Item number 2. I think it partly captures self-assertion, i. e. honor.","","Item number 2, in my opinion, captures Face, i.e. endangering others' face and status.","","","","I would say that Item number 4 is more related to Face; other-focused honor is defined as protection of in-group's reputation. This is more a matter of relationship with out-group.  
Item number 6 is, in my opinion, more self-concern than other-concern honor.","","","","","",13,8,NA,4,NA,16,3,14,6,5,NA,NA,NA,NA,NA,NA,1,15,NA,NA,NA,11,NA,NA,NA,NA,NA,2,12,18,9,NA,NA,7,10,17
2024-02-13 09:17:54,2024-02-13 09:45:08,0,100,1633,1,2024-02-13 09:45:08,"R_1iCkmXJUFrRUH4j","anonymous","EN",1,NA,"china",2,"chinese",3,4,4,"",NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,2,5,2,3,4,2,1,3,2,3,4,1,5,3,2,NA,NA,NA,NA,NA,NA,4,4,2,4,4,2,4,4,1,NA,NA,NA,4,4,1,1,4,2,2,4,1,5,4,1,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","3; This statement relates more to the concept of honesty and less emphasis on self-esteem","","","","","","","","","",NA,NA,11,NA,14,NA,NA,NA,NA,NA,6,4,9,17,18,5,NA,NA,12,8,3,NA,1,16,13,15,7,NA,NA,NA,NA,10,2,NA,NA,NA
2024-02-13 09:47:58,2024-02-13 10:17:25,0,100,1766,1,2024-02-13 10:17:26,"R_4CIKI2OMKx1mjgG","anonymous","EN",1,NA,"Turkey & United Kingdom",2,"Turkish",5,3,4,"",NA,NA,NA,4,3,3,NA,NA,NA,NA,NA,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,3,2,NA,NA,NA,2,3,2,NA,NA,NA,3,4,2,NA,NA,NA,4,4,2,NA,NA,NA,6,4,2,4,4,2,NA,NA,NA,4,4,2,4,4,1,4,4,2,NA,NA,NA,NA,NA,NA,4,2,2,4,3,2,6,4,1,4,3,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,NA,NA,NA,"Item 3: I know all the items will somewhat negatively correlated with other logics (e.g. honor); but I feel like this item will have strng negative correlation with honor due its nature on ""standing up"", and this make analysis complicated.","","","","Item 3: Potential ceiling effect. Hard to have enough variance (both within and between logics)","","Item 2: I believe defending a friend and family have different dynamics. Defending family is an unquestioned act but defending a friend is selective/conditional in terms of honor. Depending on the content and context, defending a friend can be a dishonorable act.","","","","","",NA,1,NA,NA,5,NA,NA,NA,6,10,NA,4,NA,18,NA,14,NA,3,17,NA,16,13,8,NA,NA,11,12,9,2,7,NA,NA,NA,NA,15,NA
2024-02-13 10:12:49,2024-02-13 10:41:45,0,100,1735,1,2024-02-13 10:41:45,"R_23EHpyOJu5d9Bus","anonymous","EN",1,NA,"Austria",2,"German",2,3,2,"None.",5,4,2,NA,NA,NA,3,3,2,3,4,2,NA,NA,NA,1,4,2,6,4,2,2,4,1,NA,NA,NA,NA,NA,NA,4,3,3,NA,NA,NA,4,5,1,NA,NA,NA,3,5,1,NA,NA,NA,3,4,2,NA,NA,NA,NA,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,6,4,1,6,5,1,6,4,2,NA,NA,NA,6,5,1,"rather item #5","","rather item #6","","item #4: Not responding to an insult might be also seen in some cultures as a strong position (Japan?)","","#4 is gender-specific. Some participants might see this different - see also the concept of benevolent sexism.
","","rather #5: the word 'responsibilities' is for me rather unspecific","","would rather avoid very strong words such as 'extremely' or 'never'","",8,NA,7,5,NA,2,16,1,NA,NA,4,NA,13,NA,12,NA,14,NA,NA,18,NA,NA,NA,3,6,NA,NA,NA,NA,NA,11,9,17,10,NA,15
2024-02-13 10:37:39,2024-02-13 10:49:02,0,100,683,1,2024-02-13 10:49:02,"R_3RQFqnjxdtgduKJ","anonymous","EN",1,NA,"United Kingdom",1,"",3,3,3,"So in Egypt-some may state it is an honour culture, but it is more accurate it has all three categories. The problem is it differs depending on context and situation.
In Egyptian culture, often referred to as ""sharaf."" It's closely linked to personal dignity (""karama"") and revolves around notions of reputation, family lineage, and adhering to social norms. Maintaining honour involves upholding values like modesty, loyalty, hospitality, and respect for elders. Traditionally, a man's honour was linked to protecting women in his family, while female honour is often tied to concepts like virginity and chastity. However, it's important to acknowledge the problematic aspects of this interpretation, as it can lead to gender inequality and harmful practices like ""honour killings.""

While not as dominant as honour, ""face"" (wajh) holds significance in Egyptian society. It's about avoiding public shame and embarrassment, maintaining social standing, and preserving self-respect in front of others. This can manifest in ways like avoiding public criticism, offering hospitality even when struggling financially, and prioritizing group harmony over individual needs.

The concept of ""karama"" emphasizes personal dignity and self-worth. It's intertwined with honour but focuses more on individual respect and integrity. Egyptians value treating others with dignity, regardless of their social status, and expect the same treatment in return.
It is important we include points about social class, location such as urban vs. rural, individual upbringing, we need to discuss gender norms and potential negative implications, which people may ignore. So, it is important we include a final one asking people what do you think these definitions mean to make sure they understand how we understand it.",3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,3,3,NA,4,5,NA,4,3,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,5,3,NA,2,2,NA,NA,NA,NA,3,5,NA,NA,NA,NA,1,4,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,5,NA,6,3,NA,NA,NA,NA,6,2,NA,3,4,NA,"How much a person respects themselves is far more important than how much others respect them

It is more about how people respect them that matters more and by focusing on the individual-implies that it is individualistic.","","","","","","","","","","","",8,NA,NA,NA,NA,NA,2,NA,3,14,18,NA,NA,5,NA,9,NA,1,NA,NA,13,7,NA,16,NA,12,10,NA,NA,NA,4,15,17,NA,6,11
